user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Titti26_S6_contigs	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Clavibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_015351075.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Clavibacter;s__Clavibacter sp015351075	93.62	0.913	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Clavibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_015351105.1, s__Clavibacter sp015351105, 95.0, 93.4, 0.9; GCF_016907085.1, s__Clavibacter michiganensis_O, 95.0, 93.26, 0.901; GCF_900168345.1, s__Clavibacter michiganensis, 95.0, 93.05, 0.902; GCF_002240565.1, s__Clavibacter insidiosus, 95.1408, 93.0, 0.88; GCF_002931175.1, s__Clavibacter californiensis, 95.0, 92.93, 0.884; GCF_000355695.1, s__Clavibacter nebraskensis, 95.1408, 92.93, 0.914; GCF_003576185.1, s__Clavibacter phaseoli, 95.0, 92.91, 0.818; GCF_003576405.1, s__Clavibacter sp003576405, 95.0, 92.4, 0.896; GCF_002151125.1, s__Clavibacter michiganensis_C, 95.0, 92.12, 0.889; GCF_000069225.1, s__Clavibacter sepedonicus, 95.0, 92.09, 0.865; GCF_003384945.1, s__Clavibacter sp003384945, 95.0, 91.5, 0.864; GCF_001280205.1, s__Clavibacter capsici, 95.0, 91.42, 0.854; GCF_002240635.1, s__Clavibacter tessellarius, 95.0, 91.05, 0.899; GCF_014775655.1, s__Clavibacter zhangzhiyongii, 95.0, 90.93, 0.852; GCF_001618005.1, s__Clavibacter tessellarius_A, 95.0, 90.69, 0.847; GCA_002150995.1, s__Clavibacter michiganensis_K, 95.0, 89.46, 0.822	94.04	11	0.99765	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti27_S7_contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bizionia;s__	N/A	N/A	N/A	N/A	N/A	GCA_018067115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bizionia;s__Bizionia sp018067115	88.86	0.869	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bizionia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_008086175.1, s__Bizionia saleffrena, 95.0, 84.68, 0.746; GCF_900107625.1, s__Bizionia paragorgiae, 95.0, 82.45, 0.655	98.43	11	0.99307	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti28_S8_contigs	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Plantibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Plantibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900177795.1, s__Plantibacter sp900177795, 95.9127, 85.16, 0.742; GCF_900177615.1, s__Plantibacter flavus, 95.7958, 85.15, 0.74; GCF_003856975.1, s__Plantibacter cousiniae, 95.9127, 85.15, 0.754; GCF_002024505.1, s__Plantibacter flavus_A, 95.1912, 85.04, 0.726; GCF_001423185.1, s__Plantibacter sp001423185, 95.0, 84.86, 0.748; GCF_015351235.1, s__Plantibacter sp015351235, 95.0, 84.7, 0.744	94.82	11	0.99237	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti29_S9_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas nigrifaciens	GCF_002221505.1	96.0242	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas nigrifaciens	98.45	0.902	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001465295.1, s__Pseudoalteromonas translucida, 96.0242, 96.31, 0.879	N/A	N/A	N/A	N/A
Titti30_S10_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__	N/A	N/A	N/A	N/A	N/A	GCF_007197645.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella hanedai	87.21	0.688	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000019525.1, s__Shewanella woodyi, 95.0, 81.17, 0.463; GCF_003966225.1, s__Shewanella canadensis, 95.0, 80.06, 0.299; GCF_000018025.1, s__Shewanella sediminis, 95.0, 79.86, 0.304; GCF_007004545.2, s__Shewanella sp007004545, 95.0, 79.61, 0.278; GCF_013248905.1, s__Shewanella sp013248905, 95.0, 79.59, 0.348; GCF_003966265.1, s__Shewanella atlantica, 95.0, 79.56, 0.313; GCF_000018285.1, s__Shewanella pealeana, 95.0, 79.3, 0.23; GCF_007197555.1, s__Shewanella sp007197555, 95.0, 79.29, 0.259; GCF_000019185.1, s__Shewanella halifaxensis, 95.0, 79.27, 0.239; GCF_001957125.1, s__Shewanella sp001957125, 95.0, 79.24, 0.272; GCF_002005305.1, s__Shewanella psychrophila, 95.0, 79.12, 0.268; GCF_015069875.1, s__Shewanella benthica, 95.0, 79.03, 0.262; GCF_016765635.1, s__Shewanella schlegeliana, 95.0, 79.0, 0.235; GCF_000014885.1, s__Shewanella piezotolerans, 95.0, 78.97, 0.191; GCF_002836205.1, s__Shewanella sp002836205, 95.0, 78.96, 0.212; GCF_000172075.1, s__Shewanella benthica_A, 95.0, 78.93, 0.301; GCF_000091325.1, s__Shewanella violacea, 95.0, 78.91, 0.271; GCA_013214165.1, s__Shewanella sp013214165, 95.0, 78.9, 0.279; GCF_000518805.1, s__Shewanella waksmanii, 95.0, 78.78, 0.182; GCF_000518705.1, s__Shewanella colwelliana, 95.0, 78.74, 0.218; GCF_016757755.1, s__Shewanella sp016757755, 95.0, 78.73, 0.2; GCF_000518605.1, s__Shewanella fidelis, 95.0, 78.68, 0.216; GCF_002215585.1, s__Shewanella marisflavi, 95.0, 78.43, 0.191; GCF_003605125.1, s__Shewanella algidipiscicola, 95.0, 78.4, 0.22; GCF_009831655.1, s__Shewanella insulae, 95.0, 78.31, 0.148; GCF_000016065.1, s__Shewanella loihica, 95.0, 78.28, 0.148; GCF_014641855.1, s__Shewanella inventionis, 95.0, 78.23, 0.107; GCF_003855155.1, s__Shewanella sp002836275, 95.0, 78.22, 0.112; GCF_012911865.1, s__Shewanella sp012911865, 95.0, 78.21, 0.085; GCF_014647855.1, s__Shewanella gelidii, 95.0, 78.21, 0.117; GCF_000832025.1, s__Shewanella sp000832025, 95.0, 78.16, 0.154; GCF_002873615.1, s__Shewanella sp002873615, 95.0, 78.09, 0.139; GCF_000013765.1, s__Shewanella denitrificans, 95.0, 78.08, 0.108; GCF_003855395.1, s__Shewanella livingstonensis, 95.0, 78.06, 0.122; GCF_003797885.1, s__Shewanella vesiculosa, 95.0, 78.02, 0.122; GCF_003797125.1, s__Shewanella frigidimarina, 95.0, 78.01, 0.121; GCF_000614975.1, s__Shewanella marina, 95.0, 77.99, 0.115; GCF_002216875.1, s__Shewanella bicestrii, 95.0, 77.99, 0.116; GCF_014648035.1, s__Shewanella algicola, 95.1181, 77.97, 0.123; GCF_010092445.1, s__Shewanella sp002836315, 95.0, 77.96, 0.121; GCF_002873135.1, s__Shewanella sp002873135, 95.0, 77.94, 0.139; GCF_014163735.1, s__Shewanella sp014163735, 95.0, 77.93, 0.123; GCF_001957135.1, s__Shewanella sp001957135, 95.0, 77.93, 0.151; GCF_006385555.1, s__Shewanella polaris, 95.0, 77.92, 0.125; GCF_014648295.1, s__Shewanella saliphila, 95.1181, 77.89, 0.123; GCF_007567505.1, s__Shewanella donghaensis, 95.0, 77.86, 0.133; GCF_000014665.1, s__Shewanella sp000014665, 95.0, 77.86, 0.122; GCF_014647215.1, s__Shewanella aestuarii, 95.0, 77.86, 0.138; GCF_002075795.1, s__Shewanella japonica, 95.0, 77.84, 0.121; GCF_009828585.1, s__Shewanella litoralis, 95.0, 77.83, 0.123; GCF_009663145.1, s__Shewanella sp009663145, 95.0, 77.79, 0.119; GCF_000485795.1, s__Shewanella decolorationis, 95.0, 77.78, 0.126; GCF_002966515.1, s__Shewanella sp002966515, 95.0, 77.78, 0.134; GCF_014648315.1, s__Shewanella ulleungensis, 95.0, 77.78, 0.121; GCF_016406325.1, s__Shewanella putrefaciens, 95.0, 77.77, 0.141; GCF_002777975.1, s__Shewanella carassii, 95.0, 77.76, 0.087; GCF_000146165.2, s__Shewanella oneidensis, 95.0, 77.75, 0.119; GCF_900456975.1, s__Shewanella baltica, 95.0, 77.73, 0.136; GCF_000203935.1, s__Shewanella sp000203935, 95.0, 77.73, 0.117; GCF_017354985.1, s__Shewanella sp017354985, 95.0, 77.7, 0.067; GCF_018221465.1, s__Shewanella intestini, 95.0, 77.68, 0.131; GCF_016406305.1, s__Shewanella putrefaciens_C, 95.0, 77.67, 0.147; GCF_002838165.1, s__Shewanella sp002838165, 95.0, 77.63, 0.139; GCF_004295345.1, s__Shewanella maritima, 95.0, 77.63, 0.111; GCF_019209865.1, s__Shewanella sp019209865, 95.0, 77.61, 0.111; GCF_018596335.1, s__Shewanella sp018596335, 95.0, 77.6, 0.065; GCF_014164505.1, s__Shewanella sp014164505, 95.0, 77.57, 0.141; GCA_002783505.1, s__Shewanella sp002783505, 95.0, 77.55, 0.122; GCF_014647135.1, s__Shewanella xiamenensis, 95.0, 77.55, 0.144; GCF_011765625.1, s__Shewanella aestuarii_A, 95.0, 77.55, 0.126; GCF_016834455.1, s__Shewanella litorisediminis, 95.0, 77.46, 0.074; GCF_900156405.1, s__Shewanella morhuae, 95.0, 77.41, 0.157; GCF_000217915.1, s__Shewanella sp000217915, 95.0, 77.39, 0.137; GCF_000015245.1, s__Shewanella amazonensis, 95.0, 77.37, 0.077; GCF_009183365.2, s__Shewanella algae, 95.0, 77.32, 0.084; GCF_006494715.1, s__Shewanella sp006494715, 95.0, 77.32, 0.109; GCF_017354945.1, s__Shewanella sp017354945, 95.0, 77.31, 0.081; GCF_003957745.1, s__Shewanella khirikhana, 95.0, 77.25, 0.073; GCF_003353085.1, s__Shewanella corallii, 95.0, 77.16, 0.087; GCF_002836945.1, s__Shewanella chilikensis, 95.7827, 77.15, 0.09; GCF_000753795.1, s__Shewanella mangrovi, 95.0, 77.15, 0.076; GCF_014651955.1, s__Shewanella fodinae, 95.0, 77.12, 0.059; GCF_002836975.1, s__Shewanella indica, 95.7827, 77.12, 0.091; GCF_018223345.1, s__Shewanella sp018223345, 95.0, 77.1, 0.069; GCF_018394335.1, s__Shewanella dokdonensis, 95.0, 76.73, 0.068	98.49	11	0.99393	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti33_S13_contigs	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria rhizophila	GCF_003667225.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria rhizophila	98.18	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Trichodesmium_erythraeum_IMS101_genomic	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Trichodesmium;s__Trichodesmium erythraeum	GCF_000014265.1	95.0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Trichodesmium;s__Trichodesmium erythraeum	100.0	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
U1_S23_contigs	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	GCF_000719955.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	99.0	0.942	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
V-H1309-2-2_S2_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio tasmaniensis_A	GCF_000272405.2	96.5791	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio tasmaniensis_A	97.12	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900089855.1, s__Vibrio atlanticus, 96.5791, 96.64, 0.877	N/A	N/A	N/A	N/A
V-H1309-2-4_S3_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus	GCF_001558015.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus	96.89	0.874	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
V-H1309-5I_S5_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000272405.2, s__Vibrio tasmaniensis_A, 96.5791, 95.73, 0.832; GCF_900089855.1, s__Vibrio atlanticus, 96.5791, 95.64, 0.861; GCF_006333845.1, s__Vibrio tasmaniensis, 95.0, 94.24, 0.86; GCF_001558015.1, s__Vibrio splendidus, 95.0, 91.43, 0.814; GCF_014878155.1, s__Vibrio lentus, 95.0, 90.68, 0.776; GCF_002873455.1, s__Vibrio splendidus_J, 95.0, 90.48, 0.804; GCF_002156525.1, s__Vibrio celticus, 95.2787, 90.14, 0.766; GCF_000272045.2, s__Vibrio crassostreae_C, 95.007, 90.01, 0.773; GCF_002156455.1, s__Vibrio coralliirubri, 95.2787, 89.96, 0.766; GCF_002875945.1, s__Vibrio lentus_A, 95.0, 89.85, 0.76; GCF_000272105.2, s__Vibrio splendidus_I, 95.0, 89.78, 0.752; GCF_007858795.1, s__Vibrio sp007858795, 95.0, 89.55, 0.787; GCF_001557875.1, s__Vibrio splendidus_F, 95.0, 89.54, 0.795; GCF_001048535.1, s__Vibrio crassostreae, 95.0, 89.43, 0.791; GCF_014879975.1, s__Vibrio bathopelagicus, 95.0, 89.25, 0.814; GCF_002875705.1, s__Vibrio sp002875705, 95.0, 88.85, 0.768; GCF_004764665.1, s__Vibrio echinoideorum, 95.0, 88.82, 0.784; GCF_005144905.1, s__Vibrio cyclitrophicus, 95.0, 88.58, 0.748; GCF_002156475.1, s__Vibrio gigantis, 95.0, 88.54, 0.781; GCF_000316985.1, s__Vibrio sp000316985, 95.0, 88.45, 0.719; GCF_013394185.1, s__Vibrio sp013394185, 95.0, 88.38, 0.77; GCF_008801285.1, s__Vibrio kanaloae, 95.372, 87.97, 0.765; GCF_900089765.1, s__Vibrio toranzoniae, 95.372, 87.63, 0.774; GCF_005281815.1, s__Vibrio chagasii, 95.0, 86.19, 0.709; GCF_002954585.1, s__Vibrio chagasii_A, 95.0, 86.05, 0.701; GCA_000169995.1, s__Vibrio sp000169995, 95.0, 85.92, 0.688; GCF_001635455.1, s__Vibrio sp001635455, 95.0, 85.71, 0.667; GCF_013114625.1, s__Vibrio sp013114625, 95.0, 83.22, 0.463; GCF_005281825.1, s__Vibrio gallaecicus, 95.0, 82.97, 0.457; GCF_000695685.1, s__Vibrio fortis, 95.0, 82.52, 0.527; GCF_005281835.1, s__Vibrio profundi, 95.0, 82.0, 0.41; GCF_000287055.2, s__Vibrio sp000287055, 95.0, 80.99, 0.25; GCF_002877365.1, s__Vibrio sp002877365, 95.0, 80.7, 0.238; GCF_000272145.2, s__Vibrio sp000272145, 95.0, 80.51, 0.349; GCA_001874155.1, s__Vibrio sp001874155, 95.0, 80.36, 0.351; GCF_003415655.1, s__Vibrio maerlii, 95.0, 80.21, 0.263; GCF_002873395.1, s__Vibrio sp002873395, 95.0, 80.03, 0.285; GCF_002741985.1, s__Vibrio rotiferianus, 95.0, 80.01, 0.31; GCF_900233005.1, s__Vibrio tapetis, 95.0, 79.96, 0.22; GCF_000817815.1, s__Vibrio owensii, 95.0, 79.95, 0.318; GCF_010587385.1, s__Vibrio astriarenae, 95.0, 79.86, 0.185; GCF_002163755.1, s__Vibrio campbellii, 95.0, 79.83, 0.312; GCF_001012815.1, s__Vibrio mexicanus, 95.0, 79.83, 0.265; GCF_003350325.1, s__Vibrio rhodolitus, 95.0, 79.72, 0.244; GCF_000400365.1, s__Vibrio jasicida, 95.0, 79.7, 0.315; GCF_000354175.2, s__Vibrio alginolyticus, 95.0, 79.7, 0.266; GCF_002608565.1, s__Vibrio sp002608565, 95.0, 79.7, 0.31; GCA_003263845.1, s__Vibrio aestivus, 95.0, 79.7, 0.257; GCF_002906655.1, s__Vibrio hyugaensis, 95.0, 79.68, 0.322; GCF_001591145.1, s__Vibrio harveyi, 95.0, 79.64, 0.317; GCF_003544875.1, s__Vibrio alfacsensis, 95.0, 79.58, 0.266; GCF_002873335.1, s__Vibrio sp002873335, 95.0, 79.56, 0.175; GCF_900460535.1, s__Vibrio parahaemolyticus, 95.0, 79.55, 0.292; GCF_000808535.1, s__Vibrio sinaloensis, 95.0, 79.55, 0.285; GCF_001274785.1, s__Vibrio hepatarius, 95.0, 79.54, 0.259; GCF_011806575.1, s__Vibrio hepatarius_A, 95.0, 79.52, 0.257; GCF_000189255.1, s__Vibrio brasiliensis, 95.0, 79.49, 0.273; GCF_013113835.1, s__Vibrio sp013113835, 95.0, 79.45, 0.248; GCA_003263775.1, s__Vibrio maritimus, 95.0, 79.41, 0.216; GCF_002849855.1, s__Vibrio azureus, 95.0, 79.4, 0.179; GCF_000189275.1, s__Vibrio sinaloensis_B, 95.0, 79.4, 0.263; GCA_001048675.1, s__Vibrio diabolicus, 95.0, 79.39, 0.274; GCF_003970425.1, s__Vibrio penaeicida, 95.0, 79.37, 0.169; GCF_905175385.1, s__Vibrio sp903986855, 95.0, 79.33, 0.245; GCF_009938165.1, s__Vibrio taketomensis, 95.0, 79.33, 0.253; GCF_000967495.1, s__Vibrio neptunius, 95.0, 79.32, 0.216; GCF_000222685.1, s__Vibrio nigripulchritudo, 95.0, 79.32, 0.167; GCF_900107935.1, s__Vibrio hangzhouensis, 95.0, 79.31, 0.184; GCA_003263785.1, s__Vibrio variabilis, 95.0, 79.3, 0.223; GCF_000176135.1, s__Vibrio coralliilyticus, 95.0, 79.28, 0.251; GCF_009938225.1, s__Vibrio ponticus, 95.0, 79.27, 0.25; GCA_000755425.1, s__Vibrio maritimus_A, 95.0, 79.26, 0.217; GCF_001639065.2, s__Vibrio barjaei, 95.1582, 79.25, 0.216; GCF_900088415.1, s__Vibrio mediterranei, 95.1582, 79.25, 0.216; GCF_012395185.1, s__Vibrio aestuarianus, 95.0, 79.2, 0.265; GCF_002933855.1, s__Vibrio penaeicida_A, 95.0, 79.19, 0.175; GCA_018223135.1, s__Vibrio sp018223135, 95.0, 79.19, 0.252; GCA_000755385.1, s__Vibrio maritimus_B, 95.0, 79.18, 0.221; GCF_001591105.1, s__Vibrio nereis, 95.0, 79.12, 0.276; GCF_007990935.1, s__Vibrio sagamiensis, 95.0, 79.09, 0.184; GCF_900089835.1, s__Vibrio thalassae, 95.8081, 79.07, 0.192; GCF_013369385.1, s__Vibrio sp013369385, 95.0, 78.99, 0.237; GCA_000695745.1, s__Vibrio madracius, 95.8081, 78.93, 0.222; GCA_003263805.1, s__Vibrio marisflavi, 95.0, 78.9, 0.137; GCA_018222805.1, s__Vibrio sp018222805, 95.0, 78.89, 0.238; GCF_000830505.1, s__Vibrio mytili, 95.0, 78.88, 0.23; GCF_002224265.1, s__Vibrio vulnificus, 95.0, 78.88, 0.239; GCF_001854765.1, s__Vibrio sonorensis, 95.0, 78.88, 0.185; GCF_014694455.1, s__Vibrio sp014694455, 95.0, 78.87, 0.159; GCF_003144035.1, s__Vibrio sp003144035, 95.0, 78.74, 0.124; GCF_900100015.1, s__Vibrio xiamenensis, 95.0, 78.73, 0.167; GCF_900460245.1, s__Vibrio fluvialis, 95.0, 78.71, 0.202; GCF_000764325.1, s__Vibrio navarrensis, 95.3805, 78.64, 0.199; GCF_001989995.2, s__Vibrio anguillarum, 96.3484, 78.63, 0.243; GCF_002812955.1, s__Vibrio sp002812955, 95.0, 78.62, 0.114; GCA_000257205.1, s__Vibrio ordalii, 96.3484, 78.51, 0.263; GCA_015767675.1, s__Vibrio sp000960595, 95.0, 78.47, 0.191; GCF_000467125.1, s__Vibrio proteolyticus, 95.0, 78.46, 0.189; GCA_002342685.1, s__Vibrio sp002342685, 95.0, 78.41, 0.131; GCF_000176175.1, s__Vibrio furnissii, 95.0, 78.26, 0.191	96.98	11	0.99512	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
V34_S3_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus	GCF_001558015.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus	96.91	0.887	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
V36_S4_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus	GCF_001558015.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus	97.0	0.837	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
VO4_S11_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio ordalii	GCA_000257205.1	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio ordalii	99.99	0.996	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
VO5_S12_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio ordalii	GCA_000257205.1	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio ordalii	99.97	0.991	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
VO6_S13_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio ordalii	GCA_000257205.1	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio ordalii	99.97	0.993	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
VO8_S14_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	GCF_001989995.2	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	97.76	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_000257205.1, s__Vibrio ordalii, 96.3484, 96.8, 0.852	N/A	N/A	N/A	N/A
VSalm554_S15_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	GCF_000196495.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	99.99	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
VSalm561_S16_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	GCF_000196495.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	99.99	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
VSalmN5541_S14_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	GCF_000196495.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	99.99	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Verrucomicrobia_bacterium_L21-Fru-AB_genomic	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__Kiritimatiella;s__Kiritimatiella glycovorans	GCF_001017655.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__Kiritimatiella;s__Kiritimatiella glycovorans	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Verrucosispora_maris_AB-18-032_genomic	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora gifhornensis	GCF_016863515.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora gifhornensis	96.33	0.875	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
